RowID	Symbol	TYPE	AveExVal
u198	FMNL1	0	6.086816
u199	FNDC1	0	7.597097
u200	FOXJ1	1	1.672041
u201	FOXP1	1	7.836670
u202	FRMPD1	0	1.867683
u203	FSHR	0	2.712618
u204	FSTL1	0	8.051532
u205	GAFA1	0	3.505929
u206	GALNT12	0	1.593040
u207	GAPT	0	6.116401
u208	GATAD2A	0	1.742642
u209	GCN1L1	0	5.782243
u210	GIT2	0	4.700925
u211	GKN1	0	1.943735
u212	GLDN	0	2.506257
u213	GLI3	1	3.851824
u214	GLT8D2	0	7.807895
u215	GNAI3	0	4.632147
u216	GNG2	0	3.564623
u217	GOLGA8K	0	3.581323
u218	GPCPD1	0	2.357640
u219	GPM6B	0	3.440682
u220	GPR143	0	1.854281
u221	GPR64	0	2.197685
u222	GPT2	0	5.054850
u223	GRIK5	0	5.299516
u224	GSG1	0	4.404073
u225	GUCA1B	0	3.404202
u226	GXYLT1	0	4.323594
u227	HAS2	0	2.169859
u228	HCLS1	0	9.230277
u229	HCN4	0	5.787321
u230	HFE	0	2.397915
u231	HHIP	0	2.052452
u232	HHIPL1	0	2.218789
u233	HIST2H2BA	0	1.791091
u234	HK1	0	9.390255
u235	HMGB4	0	5.355798
u236	HMGN1	0	9.242935
u237	HSPA5	0	4.682219
u238	HTRA3	0	8.155913
u239	HYDIN	0	2.280273
u240	IFNA2	0	1.732548
u241	IL17D	0	1.975337
u242	IL17RE	0	7.935574
u243	IL1RAP	0	4.186626
u244	IL2RG	0	9.386995
u245	INTS6	0	5.552547
u246	IPMK	0	2.688673
u247	ISPD	0	1.692279
u248	ITPR2	0	6.439969
u249	JAM3	0	6.863235
u250	JAZF1	0	5.040538
u251	KANK3	0	10.163892
u252	KANSL1	0	4.274340
u253	KAT7	0	1.753070
u254	KAZN	0	4.406485
u255	KCNA6	0	4.966000
u256	KCND1	0	2.544397
u257	KCNJ3	0	2.138516
u258	KCNK1	0	4.844806
u259	KCNK6	0	4.993938
u260	KCNMA1	0	3.161328
u261	KIAA0754	0	2.114696
u262	KIAA1147	0	3.907786
u263	KIAA1161	0	10.666398
u264	KIAA1598	0	3.846969
u265	KIAA1731NL	0	1.768873
u266	KIF19	0	1.854626
u267	KRBOX4	0	2.110684
u268	KRTAP9-4	0	3.126422
u269	KYNU	0	2.018898
u270	LCE2D	0	1.422439
u271	LDHAL6A	0	12.298586
u272	LEFTY2	0	7.427345
u273	LEKR1	0	1.730452
u274	LEPROTL1	0	9.828277
u275	LGALS7	0	5.762181
u276	LIF	0	3.354260
u277	LINC00493	0	8.574810
u278	LINGO1	0	4.440401
u279	LIPF	0	1.589054
u280	LMTK3	0	1.399693
u281	LNP1	0	4.044082
u282	LOC100128075	0	5.552564
u283	LOC100128668	0	1.885483
u284	LOC100129275	0	4.932159
u285	LOC100129900	0	3.322159
u286	LOC100130357	0	1.414453
u287	LOC100130451	0	2.765282
u288	LOC100130880	0	1.364546
u289	LOC100131826	0	1.763117
u290	LOC100288842	0	5.038403
u291	LOC100505549	0	1.318641
u292	LOC100507209	0	3.589416
u293	LOC100509780	0	1.296122
u294	LOC101929076	0	1.349420
u295	LOC153811	0	8.187459
u296	LOC650293	0	4.869348
u297	LOC728392	0	5.576333
u298	LOC728554	0	10.242327
u299	LRRCC1	0	4.187904
u300	LRRK2	0	3.257464
u301	LSG1	0	3.920290
u302	LZTS2	0	12.705650
u303	MAB21L1	0	4.306884
u304	MACF1	0	8.045931
u305	MAD1L1	0	1.851156
u306	MAGED4B	0	2.697319
u307	MAP1B	0	6.424142
u308	MAP6	0	7.388673
u309	MAPRE2	0	5.179950
u310	MAST4	0	3.513231
u311	MBL2	0	1.929058
u312	MCEMP1	0	5.320829
u313	MDGA1	0	4.054230
u314	MGAT4C	0	4.962058
u315	MGC24103	0	1.562959
u316	MIA	0	4.013894
u317	MINPP1	0	5.653875
u318	MITF	1	5.781814
u319	MKL2	0	6.054417
u320	MMP2	0	4.058188
u321	MOBP	0	2.704299
u322	MOK	0	3.033451
u323	MORF4L1	1	5.839284
u324	MPRIP	0	4.141773
u325	MRC2	0	9.685492
u326	MS4A1	0	3.664598
u327	MS4A4E	0	2.924845
u328	MUC20	0	1.818693
u329	MUC6	0	5.062802
u330	MYF5	1	3.152451
u331	MYLK	0	5.634627
u332	MYLK4	0	2.834102
u333	MYOCD	0	8.939508
u334	NBEAL1	0	4.942505
u335	NCKAP5	0	4.618275
u336	NEB	0	4.475545
u337	NEK1	0	6.424070
u338	NES	0	10.863390
u339	NEUROD2	1	2.920884
u340	NKAIN3	0	2.428310
u341	NLRP11	0	1.556020
u342	NNT	0	1.841886
u343	NOTCH1	0	12.210482
u344	NPAS3	1	1.382451
u345	NPM2	0	1.834460
u346	NPTN	0	3.696113
u347	NPW	0	2.590797
u348	NR1I3	1	2.808826
u349	NRK	0	2.204229
u350	NRXN1	0	3.130723
u351	NSMCE2	0	3.492207
u352	NTM	0	2.355811
u353	NTN1	0	4.383569
u354	NUPL2	0	12.878309
u355	NXF1	0	3.400370
u356	OGFRL1	0	6.655153
u357	OR10H5	0	1.531365
u358	OR2AT4	0	1.590188
u359	OR51A2	0	2.241967
u360	OR51G2	0	4.624745
u361	OR51I1	0	3.865659
u362	OR52K2	0	6.444610
u363	OR8H3	0	3.520817
u364	OSBP2	0	7.256559
u365	OSBPL5	0	6.818422
u366	OSGIN2	0	5.890688
u367	P2RX2	0	6.460995
u368	PAG1	0	5.303757
u369	PAICS	0	1.961679
u370	PAK1	0	4.921497
u371	PANX1	0	5.648419
u372	PAPD5	0	1.324206
u373	PAPL	0	12.172832
u374	PARD3B	0	6.180634
u375	PAXBP1	0	5.770547
u376	PBX3	1	4.951725
u377	PCDH8	0	1.516921
u378	PCDHB6	0	2.215363
u379	PCDHGA8	0	2.240071
u380	PCOLCE2	0	4.890760
u381	PCSK6	0	6.500013
u382	PDE2A	0	6.989500
u383	PDE4D	0	3.002826
u384	PDE9A	0	8.549565
u385	PDIA2	0	1.334378
u386	PDIA3	0	12.018765
u387	PDPN	0	9.773354
u388	PDS5A	0	2.456811
u389	PHACTR2	0	1.955741
u390	PHF20L1	0	2.395077
u391	PHLDB2	0	4.340140
u392	PIRT	0	1.246750
u393	PKD1L1	0	3.868726
u394	PKD2	0	2.690770
u395	PLCB2	0	5.059103
u396	PLEKHG4B	0	5.256369
u397	PLEKHH1	0	6.264126
u398	PLG	0	5.698704
u399	PLGLB1	0	4.090862
u400	PLP1	0	3.359852
u401	PLXDC1	0	7.432154
u402	PLXNA4	0	1.993013
u403	PMEPA1	0	4.034581
u404	PNMA2	0	3.338059
u405	PODN	0	6.663342
u406	POLN	0	1.804868
u407	POLR3G	0	1.411955
u408	POU5F1	1	3.351719
u409	PP12708	0	1.859353
u410	PPIP5K1	0	2.656193
u411	PPM1K	0	7.191810
u412	PPP1R21	0	5.258683
u413	PRICKLE2	0	5.570222
u414	PRKAR2B	0	8.493106
u415	PRKG1	0	7.247678
u416	PRMT2	0	6.345376
u417	PRO2012	0	3.838063
u418	PRRC2C	0	3.523420
u419	PTGFRN	0	8.370755
u420	PTN	0	9.472680
u421	PTPRZ1	0	3.680133
u422	QKI	0	3.176351
u423	R3HDML	0	5.891709
u424	RAB23	0	9.004952
u425	RAB33A	0	4.188661
u426	RABGAP1L	0	11.003876
u427	RAD54L2	0	3.987102
u428	RALGPS2	0	3.217464
u429	RAPGEF6	0	1.906477
u430	RARB	1	3.615836
u431	RASAL2	0	8.615003
u432	RBM39	0	6.897679
u433	REC8	0	3.381144
u434	RECQL5	0	2.005739
u435	REPS2	0	2.642133
u436	RGS11	0	5.308982
u437	RGS14	0	5.076348
u438	RGS20	0	1.687873
u439	RGS22	0	2.251267
u440	RGS4	0	5.335012
u441	RIMS2	0	3.179996
u442	RNF103	0	4.913751
u443	RNF157	0	5.287336
u444	RNF165	0	4.132881
u445	RNF212	0	2.562451
u446	RNF34	0	4.402251
u447	ROCK2	0	6.503202
u448	RPS21	0	3.270848
u449	RQCD1	0	5.212035
u450	RRP12	0	1.680120
u451	RTF1	0	1.829849
u452	S100B	0	4.192670
u453	S1PR3	0	7.234361
u454	SACS	0	6.192890
u455	SAG	0	5.664998
u456	SAMD12-AS1	0	1.764364
u457	SAP25	0	2.261096
u458	SCARA5	0	7.965527
u459	SCUBE2	0	6.134288
u460	SCUBE3	0	7.545810
u461	SDR9C7	0	2.422968
u462	SEPT3	0	1.292969
u463	SERP2	0	1.761955
u464	SF3B3	0	3.993509
u465	SFT2D1	0	2.924785
u466	SFTPA1	0	3.099442
u467	SGCD	0	8.332641
u468	SHISA5	0	3.981953
u469	SHROOM1	0	4.847763
u470	SIPA1L3	0	2.761590
u471	SKIL	0	6.564760
u472	SLAIN1	0	3.247277
u473	SLC18A3	0	10.331157
u474	SLC1A3	0	6.504888
u475	SLC22A1	0	5.137601
u476	SLC22A18	0	10.216425
u477	SLC25A16	0	9.661437
u478	SLC25A53	0	5.307181
u479	SLC26A7	0	2.666093
u480	SLC2A8	0	1.972977
u481	SLC2A9	0	4.488816
u482	SLC32A1	0	5.400922
u483	SLC38A2	0	4.306024
u484	SLC38A6	0	8.488743
u485	SLC38A8	0	2.481042
u486	SLC5A7	0	3.610152
u487	SLC7A7	0	3.227670
u488	SLC8B1	0	5.811176
u489	SLC9A4	0	10.297286
u490	SLC9A9	0	3.401372
u491	SLC9B1	0	1.411269
u492	SLMAP	0	4.831136
u493	SMOC2	0	8.036045
u494	SNTB1	0	5.664113
u495	SNX29	0	5.047751
u496	SORBS2	0	6.012137
u497	SOS1	0	7.132223
u498	SOX13	1	3.593477
u499	SOX5	1	3.894969
u500	SPAG11B	0	1.918045
u501	SPOP	0	3.735433
u502	SPRR2D	0	4.756387
u503	SPTBN1	0	10.161783
u504	SPTY2D1	0	3.144817
u505	SRPK2	0	6.332951
u506	SRRT	0	1.586767
u507	SSUH2	0	6.223499
u508	STAG2	0	4.133762
u509	STARD10	0	2.552455
u510	STARD13	0	3.424852
u511	STATH	0	1.838486
u512	STAU2	0	6.365622
u513	STC2	0	1.673702
u514	STK36	0	2.368157
u515	STK38L	0	3.456240
u516	STXBP5	0	4.686757
u517	SUSD5	0	4.705747
u518	SVIL	0	4.949461
u519	SYNGR1	0	3.007401
u520	SYNPO2	0	3.182928
u521	SYT17	0	3.800895
u522	TAB3	0	4.732214
u523	TAF5L	1	5.094401
u524	TAS2R10	0	3.198316
u525	TAS2R19	0	4.533588
u526	TAS2R8	0	1.994466
u527	TBC1D8B	0	2.403328
u528	TBK1	0	3.516240
u529	TBRG1	0	2.678131
u530	TCEANC	0	4.930442
u531	TCF7	1	5.397963
u532	TCF7L2	1	1.671151
u533	TCOF1	0	9.464107
u534	TEC	0	1.780326
u535	TENM3	0	3.699678
u536	TEX101	0	4.113620
u537	TGFB3	0	5.845500
u538	THBS1	0	10.047464
u539	THBS2	0	4.549208
u540	THEG	0	7.127409
u541	TIAM1	0	3.480516
u542	TIAM2	0	4.886449
u543	TM4SF20	0	1.432402
u544	TMBIM6	0	2.712954
u545	TMC4	0	2.971236
u546	TMEM106B	0	1.252941
u547	TMEM14E	0	2.648344
u548	TMEM229B	0	7.391688
u549	TMEM95	0	9.550886
u550	TMOD2	0	5.725729
u551	TMPRSS4	0	4.390407
u552	TNFRSF19	0	6.268768
u553	TNFSF11	0	1.962363
u554	TNRC6A	0	5.822871
u555	TRAF5	0	4.312421
u556	TRIM50	0	3.779858
u557	TRMT44	0	9.076763
u558	TRPC6	0	6.052526
u559	TRPV3	0	4.951054
u560	TSPAN11	0	4.558530
u561	TSPO	0	4.335454
u562	TTC26	0	3.190280
u563	TTC3	0	9.403904
u564	TTC9	0	3.243197
u565	TTLL7	0	4.172589
u566	TUBB2A	0	6.338958
u567	TULP4	1	3.747195
u568	TWSG1	0	1.945500
u569	TYW1	0	5.683068
u570	UBE2B	0	2.495044
u571	UCHL1	0	2.164127
u572	UGGT2	0	4.844887
u573	ULBP3	0	3.477750
u574	UNC13D	0	6.449300
u575	UNC80	0	7.513702
u576	USB1	0	4.767149
u577	USP6NL	0	3.585312
u578	VCP	0	3.361317
u579	VIPR1	0	5.780780
u580	VPS13B	0	2.439730
u581	VWA1	0	1.827601
u582	WBP11	0	3.870189
u583	WDR78	0	2.061889
u584	WDR86	0	3.402835
u585	WHAMMP3	0	3.905777
u586	WTH3DI	0	1.712445
u587	XKR4	0	4.757446
u588	XRCC3	0	10.608560
u589	ZC2HC1B	0	5.577618
u590	ZCCHC14	0	6.178909
u591	ZCCHC6	0	3.250145
u592	ZDBF2	0	5.617122
u593	ZKSCAN2	0	5.195965
u594	ZMAT3	0	5.821987
u595	ZNF107	0	1.982763
u596	ZNF182	0	4.401654
u597	ZNF226	1	3.819659
u598	ZNF248	0	6.520634
u599	ZNF34	0	4.597510
u600	ZNF407	1	2.516904
u601	ZNF507	0	1.298773
u602	ZNF518A	0	2.025034
u603	ZNF519	1	6.130837
u604	ZNF521	0	4.554110
u605	ZNF621	0	1.732209
u606	ZNF814	0	2.079167
u607	ZSCAN30	0	7.577031
TF1	RELA	1	8.563846
TF2	STAT3	1	7.489967
TF3	STAT5A	1	4.708795
TF4	STAT5B	1	5.344810
TF15	HIF1A	1	1.835328
